template,K,i0_k5,i1_k5
0.0,5.0,0.523545534119205,0.5101441104996226
0.0,5.0,0.548900796112956,0.5103669759171803
0.0,5.0,0.5727666057712507,0.5320618077273132
0.0,5.0,0.5746275491660802,0.5382066200032857
0.0,5.0,0.600631312752323,0.5521473096081749
0.0,5.0,0.6381472120186152,0.5908217728815482
0.0,5.0,0.6518928612714167,0.6053611064747043
0.0,5.0,0.6734719917265511,0.6170090331581082
0.0,5.0,0.684217753047817,0.6393325259447331
0.0,5.0,0.7178727477405953,0.6546583506360008
0.0,5.0,0.7283703737461934,0.68745930649847
0.0,5.0,0.7391307240626849,0.6950254964936737
0.0,5.0,0.7516439563382494,0.6953695166846173
0.0,5.0,0.7627761541093226,0.6869947961573164
0.0,5.0,0.7739236507028461,0.7039753235441587
0.0,5.0,0.781403183405846,0.7175983443766007
0.0,5.0,0.7955221095005106,0.7304103435973217
0.0,5.0,0.8140956545219942,0.7511311520062056
0.0,5.0,0.834791438579357,0.7608316425260463
0.0,5.0,0.8287781062609249,0.7841298861205307
0.0,5.0,0.8329621416199282,0.8104259810883473
0.0,5.0,0.8464605580952853,0.8318197066053475
0.0,5.0,0.8732184512230176,0.8575148585378071
0.0,5.0,0.8833081472212191,0.8710770212960249
0.0,5.0,0.8926860667019036,0.8937910172643969
0.0,5.0,0.9131256310356248,0.9133868568214433
0.0,5.0,0.927957373693456,0.9422432581385075
0.0,5.0,0.9460470606454052,0.9559945592921061
0.0,5.0,0.9645163386151712,0.9865675366452146
0.0,5.0,0.9930564691925154,1.0215861579765233
0.0,5.0,1.022408979245941,1.0180989174246105
0.0,5.0,1.0325132704017634,1.0433470860489367
0.0,5.0,1.045955574552935,1.0572397863818077
0.0,5.0,1.0540508429902606,1.0713566430724548
0.0,5.0,1.0747747891532098,1.095013300625551
0.0,5.0,1.094716394161263,1.1001370198122726
0.0,5.0,1.1241280440485513,1.1069918534312253
0.0,5.0,1.1575114082836262,1.1220632510945958
0.0,5.0,1.163589361537512,1.1289861847406888
0.0,5.0,1.17680019737369,1.155155953585725
0.0,5.0,1.2046497088603765,1.1720092880646968
0.0,5.0,1.2251456552552566,1.173072093805136
0.0,5.0,1.220397056709181,1.1928076133430132
0.0,5.0,1.222867207303896,1.208802828635097
0.0,5.0,1.2369294650648588,1.2143804862947174
0.0,5.0,1.2478786146422869,1.2223098427328674
0.0,5.0,1.269346687714167,1.2358328259988594
