,gamma_sample,k,run,timestep,sample
107,0.024875837617584683,1.79,1.0,32100.0,1
108,0.020904501650380353,1.76,1.0,32400.0,1
109,0.05073788970508736,1.73,1.0,32700.0,1
110,0.01844128950367163,1.7,1.0,33000.0,1
111,0.025085528941606493,1.67,1.0,33300.0,1
112,0.0421676811279408,1.64,1.0,33600.0,1
113,0.03700614693087602,1.61,1.0,33900.0,1
114,0.06525328175525438,1.58,1.0,34200.0,1
115,0.038883383819710404,1.55,1.0,34500.0,1
116,0.018081718353318704,1.52,1.0,34800.0,1
117,0.022458661948814868,1.49,1.0,35100.0,1
118,0.02470695133314164,1.46,1.0,35400.0,1
119,0.019158078716604306,1.43,1.0,35700.0,1
120,0.02966780604948295,1.4,1.0,36000.0,1
121,0.05566411771383576,1.37,1.0,36300.0,1
122,0.01941250136184961,1.34,1.0,36600.0,1
123,0.010567130550631923,1.31,1.0,36900.0,1
124,0.07805335170073133,1.28,1.0,37200.0,1
125,0.06108623800755098,1.25,1.0,37500.0,1
126,0.03761355481301308,1.22,1.0,37800.0,1
127,0.01681291700457161,1.19,1.0,38100.0,1
128,0.04360507171654037,1.16,1.0,38400.0,1
129,0.05903859940992743,1.13,1.0,38700.0,1
130,0.04124757207121351,1.1,1.0,39000.0,1
131,0.16282156411897822,1.07,1.0,39300.0,1
132,0.031052858163682525,1.04,1.0,39600.0,1
133,0.038425740248362705,1.01,1.0,39900.0,1
134,0.027229563141689568,0.98,1.0,40200.0,1
135,0.499887999520882,0.95,1.0,40500.0,1
136,0.14096782455631987,0.92,1.0,40800.0,1
137,0.08344030346282286,0.89,1.0,41100.0,1
138,0.0529792751446756,0.86,1.0,41400.0,1
139,0.031042825764947393,0.83,1.0,41700.0,1
140,0.04725794813394959,0.8,1.0,42000.0,1
141,0.027508215866715632,0.77,1.0,42300.0,1
142,0.04025349237548862,0.74,1.0,42600.0,1
143,0.030145576671013113,0.71,1.0,42900.0,1
144,0.02069311424869198,0.68,1.0,43200.0,1
145,0.028591801279578746,0.65,1.0,43500.0,1
146,0.00999772919374715,0.62,1.0,43800.0,1
147,0.038377389975294884,0.59,1.0,44100.0,1
148,0.13766552675954044,0.56,1.0,44400.0,1
149,0.03223000734091808,0.53,1.0,44700.0,1
150,0.02213132295666627,0.5,1.0,45000.0,1
151,0.0524096330177779,0.47,1.0,45300.0,1
152,0.02242100252481661,0.44,1.0,45600.0,1
153,0.0645526005346922,0.41,1.0,45900.0,1
154,0.07182580235936271,0.38,1.0,46200.0,1
155,0.13460464560335506,0.35,1.0,46500.0,1
156,0.04625805054923775,0.32,1.0,46800.0,1
157,0.2273940211758491,0.29,1.0,47100.0,1
158,0.05527136244484789,0.26,1.0,47400.0,1
159,0.029606532720843494,0.23,1.0,47700.0,1
160,0.013935031878690676,0.2,1.0,48000.0,1
161,0.15430156175555026,0.17,1.0,48300.0,1
162,0.055717362697500446,0.14,1.0,48600.0,1
163,0.028749654579437154,0.11,1.0,48900.0,1
164,0.055144244888156696,0.08,1.0,49200.0,1
165,0.04662233772735105,0.05,1.0,49500.0,1
166,0.026179765332822024,0.02,1.0,49800.0,1
167,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,1
170,0.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,1
172,0.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,1
174,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,1
178,0.0,0.0,0.0,0.0,1
179,0.0,0.0,0.0,0.0,1
180,0.0,0.0,0.0,0.0,1
181,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,1
185,0.0,0.0,0.0,0.0,1
186,0.0,0.0,0.0,0.0,1
187,0.0,0.0,0.0,0.0,1
188,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,1
192,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,1
194,0.0,0.0,0.0,0.0,1
195,0.0,0.0,0.0,0.0,1
196,0.0,0.0,0.0,0.0,1
197,0.0,0.0,0.0,0.0,1
198,0.0,0.0,0.0,0.0,1
199,0.0,0.0,0.0,0.0,1
200,0.0,0.0,0.0,0.0,1
201,0.0,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,1
203,0.0,0.0,0.0,0.0,1
204,0.0,0.0,0.0,0.0,1
205,0.0,0.0,0.0,0.0,1
206,0.0,0.0,0.0,0.0,1
207,0.0,0.0,0.0,0.0,1
208,0.0,0.0,0.0,0.0,1
209,0.0,0.0,0.0,0.0,1
210,0.0,0.0,0.0,0.0,1
211,0.0,0.0,0.0,0.0,1
212,0.0,0.0,0.0,0.0,1
213,0.0,0.0,0.0,0.0,1
214,0.0,0.0,0.0,0.0,1
215,0.0,0.0,0.0,0.0,1
216,0.0,0.0,0.0,0.0,1
217,0.0,0.0,0.0,0.0,1
218,0.0,0.0,0.0,0.0,1
219,0.0,0.0,0.0,0.0,1
220,0.0,0.0,0.0,0.0,1
221,0.0,0.0,0.0,0.0,1
222,0.0,0.0,0.0,0.0,1
223,0.0,0.0,0.0,0.0,1
224,0.0,0.0,0.0,0.0,1
225,0.0,0.0,0.0,0.0,1
226,0.0,0.0,0.0,0.0,1
227,0.0,0.0,0.0,0.0,1
228,0.0,0.0,0.0,0.0,1
229,0.0,0.0,0.0,0.0,1
230,0.0,0.0,0.0,0.0,1
231,0.0,0.0,0.0,0.0,1
232,0.0,0.0,0.0,0.0,1
233,0.0,0.0,0.0,0.0,1
234,0.0,0.0,0.0,0.0,1
235,0.0,0.0,0.0,0.0,1
236,0.0,0.0,0.0,0.0,1
237,0.0,0.0,0.0,0.0,1
