,gamma_sample,k,run,timestep,sample
0,0.03607002614145981,5.0,5.0,0.0,5
1,0.02493340639650153,4.97,5.0,300.0,5
2,0.029555979353441113,4.94,5.0,600.0,5
3,0.042506679956244624,4.91,5.0,900.0,5
4,0.03195699952233152,4.88,5.0,1200.0,5
5,0.05363048024518296,4.85,5.0,1500.0,5
6,0.013228192865687004,4.82,5.0,1800.0,5
7,0.016967663595847317,4.79,5.0,2100.0,5
8,0.030748672345504893,4.76,5.0,2400.0,5
9,0.02122807753690314,4.73,5.0,2700.0,5
10,0.0606817317016379,4.7,5.0,3000.0,5
11,0.024849174053195082,4.67,5.0,3300.0,5
12,0.025856578066378335,4.64,5.0,3600.0,5
13,0.030297953270052587,4.61,5.0,3900.0,5
14,0.019490034476333355,4.58,5.0,4200.0,5
15,0.026997030019593915,4.55,5.0,4500.0,5
16,0.029855379102961595,4.52,5.0,4800.0,5
17,0.03301089984620802,4.49,5.0,5100.0,5
18,0.018860874799016825,4.46,5.0,5400.0,5
19,0.018976698546118154,4.43,5.0,5700.0,5
20,0.023524030953978627,4.4,5.0,6000.0,5
21,0.04787904788463107,4.37,5.0,6300.0,5
22,0.023947028073674357,4.34,5.0,6600.0,5
23,0.05362681795946743,4.31,5.0,6900.0,5
24,0.03071313267520252,4.28,5.0,7200.0,5
25,0.02153783921397247,4.25,5.0,7500.0,5
26,0.0202431400358352,4.22,5.0,7800.0,5
27,0.03799151573526288,4.19,5.0,8100.0,5
28,0.04199079766276884,4.16,5.0,8400.0,5
29,0.02814028245813478,4.13,5.0,8700.0,5
30,0.01783096424822815,4.1,5.0,9000.0,5
31,0.022484926089131274,4.07,5.0,9300.0,5
32,0.0723392307409615,4.04,5.0,9600.0,5
33,0.0415008733935973,4.01,5.0,9900.0,5
34,0.02881594630683082,3.98,5.0,10200.0,5
35,0.018302480624851618,3.95,5.0,10500.0,5
36,0.02348819649753918,3.92,5.0,10800.0,5
37,0.027223921359654277,3.89,5.0,11100.0,5
38,0.04326642485191772,3.86,5.0,11400.0,5
39,0.02679261830404559,3.83,5.0,11700.0,5
40,0.027946655820463743,3.8,5.0,12000.0,5
41,0.032919588572467136,3.77,5.0,12300.0,5
42,0.03563823305149223,3.74,5.0,12600.0,5
43,0.02431814822648108,3.71,5.0,12900.0,5
44,0.03730197253743244,3.68,5.0,13200.0,5
45,0.02607624302635781,3.65,5.0,13500.0,5
46,0.03962513287784457,3.62,5.0,13800.0,5
47,0.02274790251171177,3.59,5.0,14100.0,5
48,0.02345577731540407,3.56,5.0,14400.0,5
49,0.04340523282945066,3.53,5.0,14700.0,5
50,0.03688367677183556,3.5,5.0,15000.0,5
51,0.036625641483302614,3.47,5.0,15300.0,5
52,0.046231429849253214,3.44,5.0,15600.0,5
53,0.02376720775925441,3.41,5.0,15900.0,5
54,0.03503414550507193,3.38,5.0,16200.0,5
55,0.0328328012723713,3.35,5.0,16500.0,5
56,0.029226534304299563,3.32,5.0,16800.0,5
57,0.02691338069604304,3.29,5.0,17100.0,5
58,0.0275701396944835,3.26,5.0,17400.0,5
59,0.023000366482833733,3.23,5.0,17700.0,5
60,0.04148179546691047,3.2,5.0,18000.0,5
61,0.05227366807695656,3.17,5.0,18300.0,5
