,gamma_sample,k,run
0,0.007775389437126509,100.0,0.0
1,0.00834840792746609,100.0,1.0
2,0.009338780143739416,100.0,2.0
3,0.008475837094626702,100.0,3.0
4,0.008599218193653658,100.0,4.0
5,0.008123136686056014,100.0,5.0
6,0.007767088833464249,100.0,6.0
7,0.0098407434638695,100.0,7.0
8,0.008109140479614245,100.0,8.0
9,0.008185335684364432,100.0,9.0
10,0.010875200101044258,100.0,10.0
11,0.01192028146921136,100.0,11.0
12,0.008325731956520872,100.0,12.0
13,0.008232346988294736,100.0,13.0
14,0.008982559384275977,100.0,14.0
15,0.008970716770514905,100.0,15.0
16,0.0067042165792738145,100.0,16.0
17,0.008484098755205609,100.0,17.0
18,0.006599581788948735,100.0,18.0
19,0.007143456213309847,100.0,19.0
20,0.006630232896235044,100.0,20.0
21,0.009393826336721978,100.0,21.0
22,0.007059670236174106,100.0,22.0
23,0.007506997226745742,100.0,23.0
24,0.01215240619312781,100.0,24.0
25,0.00834468088933222,100.0,25.0
26,0.007384156705243077,100.0,26.0
27,0.01005619884936406,100.0,27.0
28,0.010634777817515638,100.0,28.0
29,0.008851173457910063,100.0,29.0
30,0.007144677444336734,100.0,30.0
31,0.010243834987315556,100.0,31.0
32,0.008937670102559652,100.0,32.0
33,0.009397743245123946,100.0,33.0
34,0.006170212593677759,100.0,34.0
35,0.007192818228176023,100.0,35.0
36,0.008751839170782892,100.0,36.0
37,0.008508933511136782,100.0,37.0
38,0.010922295290931985,100.0,38.0
39,0.010852370757628842,100.0,39.0
40,0.012771139075600367,100.0,40.0
41,0.007424470918325815,100.0,41.0
42,0.010828869037887316,100.0,42.0
43,0.010514970443435783,100.0,43.0
44,0.010153343601848015,100.0,44.0
45,0.006287904657388588,100.0,45.0
46,0.0072483122569347355,100.0,46.0
47,0.009644926394178382,100.0,47.0
48,0.006285927088510301,100.0,48.0
49,0.00818545362680121,100.0,49.0
50,0.00948109936078163,100.0,50.0
51,0.008965671226848632,100.0,51.0
52,0.010036877390139271,100.0,52.0
53,0.01101594485381642,100.0,53.0
54,0.014557756216988661,100.0,54.0
55,0.00898099491033345,100.0,55.0
56,0.012968388663278168,100.0,56.0
57,0.009067547689358198,100.0,57.0
58,0.007577786237864402,100.0,58.0
59,0.013924857451626506,100.0,59.0
60,0.009263676925673378,100.0,60.0
61,0.011118240054251856,100.0,61.0
62,0.007118789617509075,100.0,62.0
63,0.008624424075171725,100.0,63.0
64,0.007781125306029786,100.0,64.0
65,0.007485382827028875,100.0,65.0
66,0.00972469212842577,100.0,66.0
67,0.009068239545008058,100.0,67.0
68,0.010725617081014827,100.0,68.0
69,0.010132532951597231,100.0,69.0
70,0.009215536595185259,100.0,70.0
71,0.007338654423781328,100.0,71.0
72,0.0087742586224625,100.0,72.0
73,0.005817190393358837,100.0,73.0
74,0.007596794713264618,100.0,74.0
75,0.008392267887315766,100.0,75.0
76,0.007849561717481229,100.0,76.0
77,0.009216495781785947,100.0,77.0
78,0.011141379201393301,100.0,78.0
79,0.008070847812051543,100.0,79.0
80,0.0079963957333675,100.0,80.0
81,0.008242034800280754,100.0,81.0
82,0.007841307207821701,100.0,82.0
83,0.009490925039384635,100.0,83.0
84,0.010017230000381712,100.0,84.0
85,0.00985141345834758,100.0,85.0
86,0.009490223378088674,100.0,86.0
87,0.008079362984745002,100.0,87.0
88,0.009108401611145935,100.0,88.0
89,0.008517326202709662,100.0,89.0
90,0.005080442594076027,100.0,90.0
91,0.006925266922922401,100.0,91.0
92,0.0049787405257932064,100.0,92.0
93,0.008758162425999163,100.0,93.0
94,0.008351372019300776,100.0,94.0
95,0.006825333155424718,100.0,95.0
96,0.008460266027718752,100.0,96.0
97,0.0072302838677746895,100.0,97.0
98,0.010360927903034028,100.0,98.0
99,0.015151986573767448,100.0,99.0
100,0.0348176058104572,10.0,0.0
101,0.011948962600807321,10.0,1.0
102,0.027553520644622468,10.0,2.0
103,0.016824407987780923,10.0,3.0
104,0.011875854483997274,10.0,4.0
105,0.025501573946470513,10.0,5.0
106,0.011745639887985722,10.0,6.0
107,0.016410219380096444,10.0,7.0
108,0.011361916434581235,10.0,8.0
109,0.028482976568913194,10.0,9.0
110,0.021485134158124496,10.0,10.0
111,0.016844174281612553,10.0,11.0
112,0.01939381749680363,10.0,12.0
113,0.046523578704245394,10.0,13.0
114,0.03022204389409338,10.0,14.0
115,0.023134730703052497,10.0,15.0
116,0.011095661372337568,10.0,16.0
117,0.016728045307466046,10.0,17.0
118,0.018257358777078785,10.0,18.0
119,0.01887316895245815,10.0,19.0
120,0.007450645848543332,10.0,20.0
121,0.020386192501749292,10.0,21.0
122,0.013347968078543746,10.0,22.0
123,0.023327108329362564,10.0,23.0
124,0.027482784921166695,10.0,24.0
125,0.022184282369977014,10.0,25.0
126,0.020754641577676713,10.0,26.0
127,0.02297588668914856,10.0,27.0
128,0.011772756307769184,10.0,28.0
129,0.013589003748386667,10.0,29.0
130,0.012911819567120144,10.0,30.0
131,0.021236298191186498,10.0,31.0
132,0.019419846277344752,10.0,32.0
133,0.017131433627344282,10.0,33.0
134,0.01428968153433341,10.0,34.0
135,0.03427227476727101,10.0,35.0
136,0.012532545215581515,10.0,36.0
137,0.024081987861762504,10.0,37.0
138,0.020034007403760937,10.0,38.0
139,0.0133184865094222,10.0,39.0
140,0.019078994993200264,10.0,40.0
141,0.01732563980198346,10.0,41.0
142,0.012098248223904928,10.0,42.0
143,0.023408146680505226,10.0,43.0
144,0.016114231355287473,10.0,44.0
145,0.011286528369349125,10.0,45.0
146,0.01956398697001742,10.0,46.0
147,0.028914613373586383,10.0,47.0
148,0.010540086739874523,10.0,48.0
149,0.018290708201507917,10.0,49.0
150,0.01785112156096188,10.0,50.0
151,0.0223793284820851,10.0,51.0
152,0.014622151701614086,10.0,52.0
153,0.015285996278492189,10.0,53.0
154,0.01918926442579335,10.0,54.0
155,0.024199782843404127,10.0,55.0
156,0.013271211371234484,10.0,56.0
157,0.014251615272897736,10.0,57.0
158,0.019744363460269594,10.0,58.0
159,0.017594141454921344,10.0,59.0
160,0.022989960883946725,10.0,60.0
161,0.02708202554734485,10.0,61.0
162,0.017230235886000148,10.0,62.0
163,0.020110822153623257,10.0,63.0
164,0.02988293731599951,10.0,64.0
165,0.023081074001863863,10.0,65.0
166,0.0208701127307993,10.0,66.0
167,0.02199454016353466,10.0,67.0
168,0.022153698014214553,10.0,68.0
169,0.012887263677419457,10.0,69.0
170,0.0391199412244535,10.0,70.0
171,0.019051215496300268,10.0,71.0
172,0.054930972189436114,10.0,72.0
173,0.024756025755704472,10.0,73.0
174,0.01561018744582968,10.0,74.0
175,0.011471618803817425,10.0,75.0
