,gamma_sample,k,run,timestep,sample
0,0.012899876953936799,5.0,5.0,0.0,5
1,0.026933184109212843,4.97,5.0,300.0,5
2,0.05330530744611293,4.94,5.0,600.0,5
3,0.013551717169068,4.91,5.0,900.0,5
4,0.01302269303079118,4.88,5.0,1200.0,5
5,0.04044596453056572,4.85,5.0,1500.0,5
6,0.02369877674304662,4.82,5.0,1800.0,5
7,0.01902130132863606,4.79,5.0,2100.0,5
8,0.014491274722246313,4.76,5.0,2400.0,5
9,0.044433211712149125,4.73,5.0,2700.0,5
10,0.013369985905383972,4.7,5.0,3000.0,5
11,0.02657691041477482,4.67,5.0,3300.0,5
12,0.012957963491472414,4.64,5.0,3600.0,5
13,0.012875519418451787,4.61,5.0,3900.0,5
14,0.015004145629266082,4.58,5.0,4200.0,5
15,0.07121430421875982,4.55,5.0,4500.0,5
16,0.04534036013177145,4.52,5.0,4800.0,5
17,0.011998738688077704,4.49,5.0,5100.0,5
18,0.00744958567697152,4.46,5.0,5400.0,5
19,0.020204285049791687,4.43,5.0,5700.0,5
20,0.014833638104761968,4.4,5.0,6000.0,5
21,0.027626732473447466,4.37,5.0,6300.0,5
22,0.026319831653681527,4.34,5.0,6600.0,5
23,0.04442270611959249,4.31,5.0,6900.0,5
24,0.026407742919877582,4.28,5.0,7200.0,5
25,0.008995749695181618,4.25,5.0,7500.0,5
26,0.013348851622839292,4.22,5.0,7800.0,5
27,0.052351346154850126,4.19,5.0,8100.0,5
28,0.013288995599927498,4.16,5.0,8400.0,5
29,0.01926559241241035,4.13,5.0,8700.0,5
30,0.02057862427299758,4.1,5.0,9000.0,5
31,0.010859523741058981,4.07,5.0,9300.0,5
32,0.028278096310880615,4.04,5.0,9600.0,5
33,0.02484035292993215,4.01,5.0,9900.0,5
34,0.028913076030484635,3.98,5.0,10200.0,5
35,0.0161247405778085,3.95,5.0,10500.0,5
36,0.0766245865102505,3.92,5.0,10800.0,5
37,0.02589417963095875,3.89,5.0,11100.0,5
38,0.05374266453953647,3.86,5.0,11400.0,5
39,0.032909347640241345,3.83,5.0,11700.0,5
40,0.04064551996359911,3.8,5.0,12000.0,5
41,0.042347705230360855,3.77,5.0,12300.0,5
42,0.028133733048581633,3.74,5.0,12600.0,5
43,0.03687140719354719,3.71,5.0,12900.0,5
44,0.008275595103546404,3.68,5.0,13200.0,5
45,0.015583928070837338,3.65,5.0,13500.0,5
46,0.13801649778421204,3.62,5.0,13800.0,5
47,0.027098801346760952,3.59,5.0,14100.0,5
48,0.01404291200532472,3.56,5.0,14400.0,5
49,0.028268423422715135,3.53,5.0,14700.0,5
50,0.10927485557260105,3.5,5.0,15000.0,5
51,0.04348728628518061,3.47,5.0,15300.0,5
52,0.04680215691970294,3.44,5.0,15600.0,5
53,0.024633190090101724,3.41,5.0,15900.0,5
54,0.05518890083301412,3.38,5.0,16200.0,5
55,0.019816285142305053,3.35,5.0,16500.0,5
56,0.01977393169646113,3.32,5.0,16800.0,5
57,0.020851633725442773,3.29,5.0,17100.0,5
58,0.039521197709610864,3.26,5.0,17400.0,5
59,0.07692022941228352,3.23,5.0,17700.0,5
60,0.027116369750900725,3.2,5.0,18000.0,5
61,0.02713221855805422,3.17,5.0,18300.0,5
62,0.18181854743620762,3.14,5.0,18600.0,5
