,gamma_sample,k,run
0,0.04271907653830535,0.001,0.0
1,0.017938275610638196,0.001,1.0
2,0.032350674961492576,0.001,2.0
3,0.0279931703365619,0.001,3.0
4,0.04498108731992476,0.001,4.0
5,0.0390586955057379,0.001,5.0
6,0.018148142152088924,0.001,6.0
7,0.04129958106569355,0.001,7.0
8,0.03702587866838708,0.001,8.0
9,0.04088268983850271,0.001,9.0
10,0.04157304824449707,0.001,10.0
11,0.03871970303408359,0.001,11.0
12,0.019487287095336724,0.001,12.0
13,0.050842902202076094,0.001,13.0
14,0.0236570956970754,0.001,14.0
15,0.03191187981477191,0.001,15.0
16,0.033879299548697714,0.001,16.0
17,0.018865843313282917,0.001,17.0
18,0.026603957817118256,0.001,18.0
19,0.0277904898382034,0.001,19.0
20,0.03547083395978452,0.001,20.0
21,0.02545030270256932,0.001,21.0
22,0.023708352802364215,0.001,22.0
23,0.04064524171490476,0.001,23.0
24,0.02391122831430234,0.001,24.0
25,0.04244616535484403,0.001,25.0
26,0.022431064357750455,0.001,26.0
27,0.029061276085278864,0.001,27.0
28,0.0388997009696571,0.001,28.0
29,0.041175302302845385,0.001,29.0
30,0.04640204874940075,0.001,30.0
31,0.04793044376120995,0.001,31.0
32,0.02395993720465896,0.001,32.0
33,0.043135620963886526,0.001,33.0
34,0.03992069272748556,0.001,34.0
35,0.027964958727785028,0.001,35.0
36,0.03682868356409141,0.001,36.0
37,0.026518074277418233,0.001,37.0
38,0.029127463259087168,0.001,38.0
39,0.028586973786113527,0.001,39.0
40,0.02249157913738794,0.001,40.0
41,0.027645637861872026,0.001,41.0
42,0.045412446943365645,0.001,42.0
43,0.03313042636891885,0.001,43.0
44,0.028978904185267863,0.001,44.0
45,0.03783941173952519,0.001,45.0
46,0.02668378258572749,0.001,46.0
47,0.025915909271359172,0.001,47.0
48,0.024193319569605028,0.001,48.0
49,0.027834814782478078,0.001,49.0
50,0.03890718121004848,0.001,50.0
51,0.0366510245073237,0.001,51.0
52,0.023858003658756503,0.001,52.0
53,0.019972926185900408,0.001,53.0
54,0.03579431800063139,0.001,54.0
55,0.042962313655541665,0.001,55.0
56,0.04117819230819411,0.001,56.0
57,0.02324697283624918,0.001,57.0
58,0.020924326770562624,0.001,58.0
59,0.03153977666854686,0.001,59.0
60,0.02788339931495057,0.001,60.0
61,0.03885508667958915,0.001,61.0
62,0.05004312600525003,0.001,62.0
63,0.04830279349962004,0.001,63.0
64,0.0347672713383652,0.001,64.0
65,0.020921436642091278,0.001,65.0
66,0.027623144944312023,0.001,66.0
67,0.03273068956845058,0.001,67.0
68,0.026936975881049235,0.001,68.0
69,0.0306026897470145,0.001,69.0
70,0.03438881698850234,0.001,70.0
71,0.029339750334080535,0.001,71.0
72,0.034128811158218836,0.001,72.0
73,0.024877784985028246,0.001,73.0
74,0.05000963672085865,0.001,74.0
75,0.026962011699702124,0.001,75.0
76,0.028054464210581657,0.001,76.0
77,0.038328231120379704,0.001,77.0
78,0.027492676657365312,0.001,78.0
79,0.022492878709317824,0.001,79.0
80,0.036493640113580646,0.001,80.0
81,0.038851256717045764,0.001,81.0
82,0.04442602652466094,0.001,82.0
83,0.029775781630859817,0.001,83.0
84,0.027334980591003248,0.001,84.0
85,0.04185279408702505,0.001,85.0
86,0.027842970450349794,0.001,86.0
87,0.03787738178110513,0.001,87.0
88,0.021500650688314835,0.001,88.0
